code name number.respondants.2010 denominator.2010 outcome.2010 number.respondants.2011 denominator.2011 outcome.2011 number.respondants.2012 denominator.2012 outcome.2012 number.respondants.2013 denominator.2013 outcome.2013
325	Blackpool	0,4	355	19,0	0,4	370	18,5	0,6	440	19,6	0,4	355	19,0
326	Cheshire East	0,4	330	18,8	0,4	385	19,0	0,4	355	19,0	0,4	305	19,1
327	Cheshire West & Chester	0,3	545	18,9	0,3	655	19,2	0,4	520	18,8	0,3	630	19,2
404	Warwickshire	0,4	370	18,5	0,4	430	18,8	0,4	330	18,5	0,3	445	18,8
406	Birmingham	0,4	340	18,6	0,5	315	18,3	0,3	445	18,9	0,4	450	18,7
407	Coventry	0,4	395	18,5	0,4	350	19,0	0,4	360	18,9	0,4	345	19,2
408	Dudley	0,3	710	18,9	0,3	710	19,2	0,3	670	19,0	0,3	590	19,4
409	Sandwell	0,4	365	18,7	0,5	360	18,4	0,4	305	18,8	0,4	380	19,2
410	Solihull	0,3	425	18,1	0,2	785	18,7	0,3	680	18,8	0,3	490	18,5
411	Walsall	0,4	285	18,4	0,3	485	18,8	0,2	965	19,0	0,2	1000	19,1
412	Wolverhampton	0,5	270	19,1	0,4	355	19,5	0,4	370	19,2	0,4	305	19,4
413	Staffordshire	0,4	335	18,5	0,3	405	18,8	0,5	390	18,5	0,4	325	18,7
414	Stoke-on-Trent	0,4	360	18,8	0,5	305	18,7	0,4	340	19,0	0,4	330	18,6
415	Herefordshire	0,4	270	19,2	0,4	335	19,4	0,4	295	19,5	0,4	345	19,1
416	Worcestershire	0,3	475	18,8	0,3	425	19,4	0,4	425	19,3	0,3	405	19,2
417	Shropshire	0,4	310	19,1	0,4	410	18,6	0,4	280	18,8	0,4	285	18,5
418	Telford and the Wrekin	0,3	450	18,0	0,5	285	18,3	0,4	320	18,4	0,4	390	18,9
503	Lincolnshire	0,4	335	18,9	0,4	310	18,7	0,4	360	18,6	0,4	395	18,7
504	Northamptonshire	0,4	325	19,2	0,4	355	19,3	0,3	480	18,7	0,3	385	19,1
506	Derbyshire	0,5	175	18,5	0,5	215	19,0	0,4	340	18,3	0,3	580	18,9
507	Derby	0,4	330	18,4	0,3	390	19,2	0,4	300	19,0	0,3	360	19,5
508	Leicestershire	0,4	420	18,1	0,4	335	18,3	0,4	310	18,9	0,4	365	19,0
509	Leicester	0,4	370	18,3	0,4	445	18,0	0,4	450	18,3	0,3	555	18,3
510	Rutland	0,4	205	18,9	0,3	160	19,8	0,4	180	19,3	0,5	110	18,9
511	Nottinghamshire	0,4	355	18,6	0,3	395	19,2	0,3	380	19,3	0,4	350	18,9
512	Nottingham	0,4	340	18,7	0,4	315	18,4	0,4	405	18,5	0,3	495	18,8
606	Hertfordshire	0,4	370	18,8	0,4	280	18,5	0,4	355	18,4	0,4	310	18,7
607	Norfolk	0,4	280	18,1	0,4	340	18,7	0,4	345	19,4	0,3	405	19,6
608	Oxfordshire	0,3	480	18,8	0,3	450	19,1	0,3	480	19,1	0,3	440	19,3
609	Suffolk	0,4	380	18,9	0,3	665	18,7	0,3	705	19,2	0,3	625	19,0
611	Luton	0,4	320	18,2	0,4	305	18,5	0,4	385	18,4	0,3	460	18,9
612	Buckinghamshire	0,4	345	18,5	0,4	355	18,8	0,4	350	18,4	0,3	455	18,2
613	Milton Keynes	0,4	340	18,2	0,5	305	18,4	0,4	350	18,6	0,3	425	18,9
614	Bracknell Forest	0,4	245	18,4	0,3	535	18,6	0,3	605	18,7	0,2	655	18,8
615	West Berkshire	0,4	320	19,0	0,3	465	18,3	0,4	420	18,3	0,3	415	18,8
616	Reading	0,4	340	18,4	0,3	335	18,9	0,3	355	19,0	0,3	395	19,3
617	Slough	0,4	300	18,0	0,4	425	17,7	..	..	..	0,4	310	18,4
618	Windsor and Maidenhead	0,4	310	18,8	0,4	235	19,7	0,4	295	19,0	0,4	290	18,8
619	Wokingham	0,4	260	18,3	0,4	320	18,8	0,3	345	19,3	0,4	285	19,2
620	Essex	0,4	385	18,6	0,2	840	18,9	0,3	870	18,5	0,3	605	18,4
621	Southend-on-Sea	0,4	380	18,9	0,4	380	18,7	0,4	340	19,1	0,4	360	18,8
622	Thurrock	0,4	295	18,6	0,4	405	18,4	0,5	255	18,7	0,4	310	18,5
623	Cambridgeshire	0,3	425	19,0	0,4	430	18,8	0,3	490	18,8	0,3	490	19,2
624	Peterborough	0,3	385	18,8	0,4	325	18,8	0,4	475	19,0	0,3	530	18,9
625	Bedford	0,4	395	18,7	0,3	375	19,2	0,4	280	18,4	0,3	395	18,9
626	Central Bedfordshire	0,4	350	18,3	0,4	270	19,0	0,4	290	19,1	0,3	410	18,8
702	Camden	0,5	315	17,6	0,4	375	18,0	0,4	385	18,0	0,4	345	18,3
703	Greenwich	0,4	355	18,0	0,5	300	18,5	0,5	290	18,3	0,4	350	18,6
704	Hackney	0,5	320	18,4	0,4	320	18,3	0,5	340	17,9	0,6	275	17,8
705	Hammersmith and Fulham	0,4	345	18,0	0,4	320	17,8	0,5	245	17,7	0,4	315	18,5
706	Islington	0,4	365	18,1	0,5	320	17,9	0,5	285	17,7	0,2	905	18,4
707	Kensington and Chelsea	0,4	390	17,9	0,4	435	18,2	0,4	345	18,1	0,4	300	18,3
708	Lambeth	0,5	350	17,4	0,5	315	18,0	0,5	385	17,9	0,4	390	18,1
709	Lewisham	0,4	380	17,7	0,4	495	17,9	0,5	295	18,3	0,3	695	18,6
710	Southwark	0,5	345	17,4	0,4	315	17,7	0,3	845	18,0	0,2	1090	18,2
711	Tower Hamlets	0,4	510	17,9	0,4	390	17,9	0,3	815	18,0	0,2	1030	18,5
712	Wandsworth	0,4	350	18,7	0,2	850	18,9	0,2	790	19,0	0,3	635	18,6
713	Westminster	0,4	425	17,4	0,6	310	17,4	0,5	315	18,3	0,4	335	18,6
714	City of London	..	..	..	0,7	60	19,4	..	..	..	..	..	..
716	Barking and Dagenham	0,4	255	19,5	0,4	315	18,2	0,4	365	18,0	0,5	310	19,2
717	Barnet	0,4	320	18,4	0,4	460	18,0	0,4	395	18,6	0,4	420	18,7
718	Bexley	0,5	295	17,9	0,6	245	18,3	0,5	270	18,9	0,4	300	18,4
719	Brent	0,6	215	17,5	0,7	200	17,7	0,6	185	17,6	0,3	485	17,8
720	Bromley	0,4	430	18,4	0,3	505	18,8	0,3	625	18,7	0,3	675	18,4
721	Croydon	0,4	345	18,3	0,4	370	18,2	0,5	385	18,2	0,4	355	18,7
722	Ealing	0,5	315	17,7	0,5	310	17,6	0,5	315	18,0	0,4	395	18,2
723	Enfield	0,4	390	17,9	0,5	330	17,8	0,3	685	18,6	0,3	545	18,4
724	Haringey	0,4	335	18,0	0,6	405	17,7	0,5	320	17,8	0,5	310	18,3
725	Harrow	0,5	235	18,2	0,5	240	18,0	0,5	275	18,3	0,4	370	18,2
726	Havering	0,4	380	17,9	0,4	320	18,1	0,4	325	18,4	0,4	335	18,6
727	Hillingdon	0,5	275	18,3	0,3	490	17,9	0,5	250	18,1	0,3	530	18,6
728	Hounslow	0,2	1.235	17,5	0,5	325	18,1	0,4	505	17,9	0,4	545	17,8
729	Kingston upon Thames	0,5	205	18,3	0,5	240	18,2	0,5	215	18,7	0,4	255	18,7
730	Merton	0,4	335	17,6	0,4	370	18,2	0,5	305	17,9	0,4	485	18,8
731	Newham	0,4	385	17,9	0,4	385	18,2	0,4	495	18,5	0,4	535	18,9
732	Redbridge	0,4	400	19,4	0,3	555	19,5	0,4	435	19,6	0,4	355	20,1
733	Richmond upon Thames	..	..	..	0,4	375	18,3	0,4	345	19,5	0,4	260	19,2
734	Sutton	0,4	420	18,5	0,3	415	19,0	0,4	345	19,1	0,4	355	18,6
735	Waltham Forest	0,4	365	17,7	0,4	345	18,3	0,5	315	17,8	0,5	285	18,1
803	Isle of Wight	0,4	250	19,1	0,3	350	19,4	0,3	405	19,5	0,3	435	19,7
805	Surrey	0,3	400	19,1	0,3	610	19,1	0,3	545	19,2	0,3	545	19,6
807	West Sussex	0,4	370	18,4	0,4	365	19,3	0,3	445	19,3	0,4	415	19,1
809	Dorset	0,3	355	19,2	0,4	260	19,2	0,3	365	18,8	0,3	345	18,5
810	Bournemouth	0,3	400	18,9	0,4	320	18,7	0,4	310	18,8	0,3	450	19,2
811	Poole	0,4	365	18,3	0,4	305	18,5	0,3	340	19,0	0,3	335	19,0
812	Hampshire	0,4	390	19,3	0,4	370	18,8	0,3	1260	19,4	0,2	1085	19,3
813	Portsmouth	0,4	315	19,4	0,3	400	19,3	0,6	160	19,1	0,2	575	18,9
814	Southampton	0,4	360	18,4	0,3	505	18,5	0,3	630	18,5	0,5	335	18,6
815	East Sussex	0,4	330	18,8	0,4	445	18,5	0,4	365	18,9	0,4	380	19,3
816	Brighton and Hove	0,4	320	18,7	0,4	315	18,9	0,3	365	19,5	0,4	290	19,7
817	Wiltshire	0,4	345	19,4	0,4	325	18,8	0,4	330	18,8	0,3	365	19,4
819	Swindon	0,4	255	19,1	0,4	305	18,9	0,4	340	18,6	0,4	345	18,6
820	Kent	0,4	405	18,5	0,3	815	18,6	0,4	425	18,8	0,3	540	19,0
821	Medway Towns	0,4	345	18,9	0,3	400	18,8	0,4	385	19,1	0,4	345	18,8
902	Cornwall	0,2	850	19,2	0,4	355	19,2	0,4	340	19,4	0,3	390	19,1
904	Gloucestershire	0,3	630	18,7	0,4	340	19,0	0,6	355	19,5	0,3	450	19,5
905	Somerset	0,3	610	18,6	0,3	420	19,0	0,3	535	19,3	0,3	495	19,3
906	Isles of Scilly	..	..	..	..	..	..	..	..	..	..	..	..
908	Bath and North East Somerset	0,3	425	18,8	0,4	380	18,7	0,3	470	18,8	0,3	455	19,3
909	Bristol	0,6	195	18,5	0,5	315	17,9	0,4	385	18,5	0,3	435	18,3
910	North Somerset	0,4	335	19,1	0,4	290	19,4	0,4	295	19,2	0,3	345	19,1
911	South Gloucestershire	0,3	415	18,7	0,3	390	19,1	0,4	355	19,6	0,3	495	19,3
912	Devon	0,4	415	18,8	0,4	435	18,7	0,4	345	18,7	0,4	380	19,1
913	Plymouth	0,3	460	19,2	0,3	465	19,9	0,4	315	19,4	0,4	335	19,3
914	Torbay	0,4	460	19,0	0,4	470	18,8	0,4	355	18,6	0,4	335	18,8
													
1001	ENGLAND	0,0	54.420	18,7	0,0	57.335	18,7	0	60410	18,8	0	65235	19
NC	Number of councils the national total is based on	149	149	149	151	151	151	149	149	149			150
								..					
S	Shire Counties	0,1	10.500	18,7	0,1	11.575	18,9	0,1	12560	18,9	0,1	12450	19,1
U	Unitary Authorities	0,1	19.005	18,8	0,1	19.835	18,9	0,1	19225	19,0	0,1	21955	19,1
M	Metropolitan Districts	0,1	13.325	18,7	0,1	13.920	18,8	0,1	15945	18,9	0,1	16050	18,9
I	Inner London	0,1	4.450	17,8	0,1	4.815	18,0	0,1	5335	18,1	0,1	6665	18,4
O	Outer London	0,1	7.135	18,2	0,1	7.190	18,2	0,1	7345	18,4	0,1	8110	18,6
													
NE	North East	0,1	3.580	18,9	0,1	4.100	19,2	0,1	4375	19,1	0,1	4885	19,3
NW	North West	0,1	8.775	18,9	0,1	8.465	18,9	0,1	9715	18,9	0,1	9850	19
YH	Yorkshire and the Humber	0,1	5.365	18,9	0,1	5.895	18,7	0,1	5860	19,0	0,1	6570	18,9
EM	East Midlands	0,2	2.855	18,6	0,2	2.915	18,8	0,1	3205	18,7	0,1	3595	18,9
WM	West Midlands	0,1	5.365	18,6	0,1	5.955	18,8	0,1	6170	18,9	0,1	6080	18,9
SW	South West	0,1	6.510	18,9	0,1	5.375	18,9	0,1	5435	19,0	0,1	5955	19,2
E	Eastern	0,2	3.965	18,6	0,1	4.615	18,8	0,1	4790	18,9	0,1	4905	19,1
L	London	0,1	11.585	18,0	0,1	12.000	18,1	0,1	12685	18,3	0,1	14775	18,5
SE	South East	0,1	6.425	18,7	0,1	8.010	18,7	0,1	8185	19,0	0,1	8620	19,1

